GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Aggregate household income in the past 12 months (in 2013 inflation-adjusted dollars),Margin of Error; Aggregate household income in the past 12 months (in 2013 inflation-adjusted dollars)
1500000US040130610151,040130610151,"Block Group 1, Census Tract 610.15, Maricopa County, Arizona",61675400,10682438
1500000US040130610152,040130610152,"Block Group 2, Census Tract 610.15, Maricopa County, Arizona",15846600,5405752
1500000US040130610153,040130610153,"Block Group 3, Census Tract 610.15, Maricopa County, Arizona",71170300,16483029
1500000US040130610161,040130610161,"Block Group 1, Census Tract 610.16, Maricopa County, Arizona",147141100,34995886
1500000US040130610171,040130610171,"Block Group 1, Census Tract 610.17, Maricopa County, Arizona",-,**
1500000US040130610181,040130610181,"Block Group 1, Census Tract 610.18, Maricopa County, Arizona",52013200,12832956
1500000US040130610182,040130610182,"Block Group 2, Census Tract 610.18, Maricopa County, Arizona",96468300,19664041
1500000US040130610183,040130610183,"Block Group 3, Census Tract 610.18, Maricopa County, Arizona",59482200,16385351
1500000US040130610191,040130610191,"Block Group 1, Census Tract 610.19, Maricopa County, Arizona",14460400,10071047
1500000US040130610192,040130610192,"Block Group 2, Census Tract 610.19, Maricopa County, Arizona",11415000,5057907
1500000US040130610193,040130610193,"Block Group 3, Census Tract 610.19, Maricopa County, Arizona",50351100,11043074
1500000US040130610201,040130610201,"Block Group 1, Census Tract 610.20, Maricopa County, Arizona",35298800,11286205
1500000US040130610202,040130610202,"Block Group 2, Census Tract 610.20, Maricopa County, Arizona",41319800,15551107
1500000US040130610203,040130610203,"Block Group 3, Census Tract 610.20, Maricopa County, Arizona",67687900,22187918
1500000US040130610211,040130610211,"Block Group 1, Census Tract 610.21, Maricopa County, Arizona",45429100,8277943
1500000US040130610221,040130610221,"Block Group 1, Census Tract 610.22, Maricopa County, Arizona",68740700,15365407
1500000US040130610222,040130610222,"Block Group 2, Census Tract 610.22, Maricopa County, Arizona",70515400,18017469
1500000US040130610223,040130610223,"Block Group 3, Census Tract 610.22, Maricopa County, Arizona",63164600,12647195
1500000US040130610231,040130610231,"Block Group 1, Census Tract 610.23, Maricopa County, Arizona",70587400,24135834
1500000US040130610232,040130610232,"Block Group 2, Census Tract 610.23, Maricopa County, Arizona",61102000,18627379
1500000US040130610233,040130610233,"Block Group 3, Census Tract 610.23, Maricopa County, Arizona",86180400,31296812
1500000US040130610234,040130610234,"Block Group 4, Census Tract 610.23, Maricopa County, Arizona",66184500,15724158
1500000US040130610241,040130610241,"Block Group 1, Census Tract 610.24, Maricopa County, Arizona",39931500,6520159
1500000US040130610251,040130610251,"Block Group 1, Census Tract 610.25, Maricopa County, Arizona",37086900,13950088
1500000US040130610252,040130610252,"Block Group 2, Census Tract 610.25, Maricopa County, Arizona",53352200,18275718
1500000US040130610253,040130610253,"Block Group 3, Census Tract 610.25, Maricopa County, Arizona",69960700,23229576
1500000US040130610261,040130610261,"Block Group 1, Census Tract 610.26, Maricopa County, Arizona",60830900,13830165
1500000US040130610262,040130610262,"Block Group 2, Census Tract 610.26, Maricopa County, Arizona",47523000,11394141
1500000US040130610271,040130610271,"Block Group 1, Census Tract 610.27, Maricopa County, Arizona",20361700,9858597
1500000US040130610272,040130610272,"Block Group 2, Census Tract 610.27, Maricopa County, Arizona",29420500,8875965
1500000US040130610273,040130610273,"Block Group 3, Census Tract 610.27, Maricopa County, Arizona",30716500,12675115
1500000US040130610274,040130610274,"Block Group 4, Census Tract 610.27, Maricopa County, Arizona",22047900,10026450
1500000US040130610275,040130610275,"Block Group 5, Census Tract 610.27, Maricopa County, Arizona",9778300,6265682
1500000US040130610281,040130610281,"Block Group 1, Census Tract 610.28, Maricopa County, Arizona",58135900,11089282
1500000US040130610291,040130610291,"Block Group 1, Census Tract 610.29, Maricopa County, Arizona",29315500,8840269
1500000US040130610292,040130610292,"Block Group 2, Census Tract 610.29, Maricopa County, Arizona",35490800,12051042
1500000US040130610293,040130610293,"Block Group 3, Census Tract 610.29, Maricopa County, Arizona",33325900,13485496
1500000US040130610294,040130610294,"Block Group 4, Census Tract 610.29, Maricopa County, Arizona",28868900,11557739
1500000US040130610301,040130610301,"Block Group 1, Census Tract 610.30, Maricopa County, Arizona",70497400,16826695
1500000US040130610302,040130610302,"Block Group 2, Census Tract 610.30, Maricopa County, Arizona",40607100,12452842
1500000US040130610303,040130610303,"Block Group 3, Census Tract 610.30, Maricopa County, Arizona",57295200,13895197
1500000US040130610311,040130610311,"Block Group 1, Census Tract 610.31, Maricopa County, Arizona",66939900,11114079
1500000US040130610321,040130610321,"Block Group 1, Census Tract 610.32, Maricopa County, Arizona",34091600,10724963
1500000US040130610322,040130610322,"Block Group 2, Census Tract 610.32, Maricopa County, Arizona",51151300,13494411
1500000US040130610323,040130610323,"Block Group 3, Census Tract 610.32, Maricopa County, Arizona",9228600,4749522
1500000US040130610324,040130610324,"Block Group 4, Census Tract 610.32, Maricopa County, Arizona",19164000,8911923
1500000US040130610331,040130610331,"Block Group 1, Census Tract 610.33, Maricopa County, Arizona",34807400,9447028
1500000US040130610332,040130610332,"Block Group 2, Census Tract 610.33, Maricopa County, Arizona",67335900,19525487
1500000US040130610333,040130610333,"Block Group 3, Census Tract 610.33, Maricopa County, Arizona",39812900,9060166
1500000US040130610341,040130610341,"Block Group 1, Census Tract 610.34, Maricopa County, Arizona",45886600,18632518
1500000US040130610342,040130610342,"Block Group 2, Census Tract 610.34, Maricopa County, Arizona",11426300,4764837
1500000US040130610343,040130610343,"Block Group 3, Census Tract 610.34, Maricopa County, Arizona",61753600,17937158
1500000US040130610344,040130610344,"Block Group 4, Census Tract 610.34, Maricopa County, Arizona",25913300,10574140
1500000US040130610351,040130610351,"Block Group 1, Census Tract 610.35, Maricopa County, Arizona",45306500,16567612
1500000US040130610352,040130610352,"Block Group 2, Census Tract 610.35, Maricopa County, Arizona",38845500,15027313
1500000US040130610353,040130610353,"Block Group 3, Census Tract 610.35, Maricopa County, Arizona",59085700,16460865
1500000US040130610354,040130610354,"Block Group 4, Census Tract 610.35, Maricopa County, Arizona",28662000,9625319
1500000US040130610361,040130610361,"Block Group 1, Census Tract 610.36, Maricopa County, Arizona",19446100,7647282
1500000US040130610362,040130610362,"Block Group 2, Census Tract 610.36, Maricopa County, Arizona",47538200,9273850
1500000US040130610371,040130610371,"Block Group 1, Census Tract 610.37, Maricopa County, Arizona",53452000,11505480
1500000US040130610372,040130610372,"Block Group 2, Census Tract 610.37, Maricopa County, Arizona",47701500,8358280
1500000US040130610381,040130610381,"Block Group 1, Census Tract 610.38, Maricopa County, Arizona",39700900,10197853
1500000US040130610382,040130610382,"Block Group 2, Census Tract 610.38, Maricopa County, Arizona",24800200,9837150
1500000US040130610383,040130610383,"Block Group 3, Census Tract 610.38, Maricopa County, Arizona",40064800,13086760
1500000US040130610391,040130610391,"Block Group 1, Census Tract 610.39, Maricopa County, Arizona",59112500,20156558
1500000US040130610392,040130610392,"Block Group 2, Census Tract 610.39, Maricopa County, Arizona",15980200,10460037
1500000US040130610393,040130610393,"Block Group 3, Census Tract 610.39, Maricopa County, Arizona",24888500,8151191
1500000US040130610401,040130610401,"Block Group 1, Census Tract 610.40, Maricopa County, Arizona",26331600,10244719
1500000US040130610402,040130610402,"Block Group 2, Census Tract 610.40, Maricopa County, Arizona",19303500,6209382
1500000US040130610403,040130610403,"Block Group 3, Census Tract 610.40, Maricopa County, Arizona",28139900,9095816
1500000US040130610411,040130610411,"Block Group 1, Census Tract 610.41, Maricopa County, Arizona",10887000,6609488
1500000US040130610412,040130610412,"Block Group 2, Census Tract 610.41, Maricopa County, Arizona",16746500,9214545
1500000US040130610413,040130610413,"Block Group 3, Census Tract 610.41, Maricopa County, Arizona",26565900,8853185
1500000US040130610414,040130610414,"Block Group 4, Census Tract 610.41, Maricopa County, Arizona",9111100,5327490
1500000US040130610421,040130610421,"Block Group 1, Census Tract 610.42, Maricopa County, Arizona",14539200,10297004
1500000US040130610422,040130610422,"Block Group 2, Census Tract 610.42, Maricopa County, Arizona",8507200,3296534
1500000US040130610423,040130610423,"Block Group 3, Census Tract 610.42, Maricopa County, Arizona",7906100,4205392
1500000US040130610424,040130610424,"Block Group 4, Census Tract 610.42, Maricopa County, Arizona",16150200,5488499
1500000US040130610431,040130610431,"Block Group 1, Census Tract 610.43, Maricopa County, Arizona",28737600,6192442
1500000US040130610432,040130610432,"Block Group 2, Census Tract 610.43, Maricopa County, Arizona",29684500,10271469
1500000US040130610441,040130610441,"Block Group 1, Census Tract 610.44, Maricopa County, Arizona",38074900,9789414
1500000US040130610442,040130610442,"Block Group 2, Census Tract 610.44, Maricopa County, Arizona",49019500,10325436
1500000US040130610443,040130610443,"Block Group 3, Census Tract 610.44, Maricopa County, Arizona",60916000,10869903
1500000US040130610451,040130610451,"Block Group 1, Census Tract 610.45, Maricopa County, Arizona",46515200,12142546
1500000US040130610452,040130610452,"Block Group 2, Census Tract 610.45, Maricopa County, Arizona",75949300,14607812
1500000US040130610453,040130610453,"Block Group 3, Census Tract 610.45, Maricopa County, Arizona",28033200,8999627
1500000US040130610461,040130610461,"Block Group 1, Census Tract 610.46, Maricopa County, Arizona",19388100,7368264
1500000US040130610462,040130610462,"Block Group 2, Census Tract 610.46, Maricopa County, Arizona",114414300,21827420
1500000US040130610471,040130610471,"Block Group 1, Census Tract 610.47, Maricopa County, Arizona",76345700,9694887
1500000US040130610472,040130610472,"Block Group 2, Census Tract 610.47, Maricopa County, Arizona",24906200,8525494
1500000US040130611001,040130611001,"Block Group 1, Census Tract 611, Maricopa County, Arizona",-,**
1500000US040130611002,040130611002,"Block Group 2, Census Tract 611, Maricopa County, Arizona",9003400,4041453
1500000US040130611003,040130611003,"Block Group 3, Census Tract 611, Maricopa County, Arizona",18146400,6178757
1500000US040130612001,040130612001,"Block Group 1, Census Tract 612, Maricopa County, Arizona",32346800,13469129
1500000US040130612002,040130612002,"Block Group 2, Census Tract 612, Maricopa County, Arizona",15430100,6781761
1500000US040130612003,040130612003,"Block Group 3, Census Tract 612, Maricopa County, Arizona",15470300,3999200
1500000US040130612004,040130612004,"Block Group 4, Census Tract 612, Maricopa County, Arizona",22522000,12676954
1500000US040130613001,040130613001,"Block Group 1, Census Tract 613, Maricopa County, Arizona",40722400,6480746
1500000US040130614011,040130614011,"Block Group 1, Census Tract 614.01, Maricopa County, Arizona",9731100,3464182
1500000US040130614012,040130614012,"Block Group 2, Census Tract 614.01, Maricopa County, Arizona",8800600,3302615
1500000US040130614021,040130614021,"Block Group 1, Census Tract 614.02, Maricopa County, Arizona",24965800,8890812
1500000US040130614022,040130614022,"Block Group 2, Census Tract 614.02, Maricopa County, Arizona",13294500,3962744
1500000US040130614023,040130614023,"Block Group 3, Census Tract 614.02, Maricopa County, Arizona",14198900,4924274
1500000US040130715031,040130715031,"Block Group 1, Census Tract 715.03, Maricopa County, Arizona",16581300,4464124
